time,open,high,low,close,RSI,Histogram,MACD,Signal
1317130200,118.53,119.56,116.84,117.53999,47.92255427181152,-0.12865952571051698,-1.1495652508020697,-1.0209057250915528
1317216600,117.78,118.49001,114.97,115.145,43.54314389460129,-0.17158590439150823,-1.2353881055809381,-1.06380220118943
1317303000,117.05,117.63,113.92999,116.05,45.56739489790471,-0.12204304292486268,-1.2163560048455082,-1.0943129619206455
1317389400,114.45,115.45,113.07001,113.14999,40.55004269165348,-0.2596880600455884,-1.4189230369776311,-1.1592349769320427
1317648600,112.49001,113.95,109.81,109.92999,35.83228192872866,-0.5272723664146368,-1.8183254349503386,-1.2910530685357018
1317735000,108.35001,112.58,107.42999,112.34,41.3337730057615,-0.5017770445908478,-1.9182743742742616,-1.4164973296834138
1317821400,112.62,114.72,111.58,114.42,45.66372289680107,-0.31383841246351585,-1.8087953452628085,-1.4949569327992926
1317907800,114.36,116.66,113.50999,116.49001,49.64677336625446,-0.03385775137434566,-1.5372791220172246,-1.503421370642879
1317994200,117.17,117.245,115.06,115.71001,48.212626705107915,0.1073322100244094,-1.369256108112367,-1.4765883181367765
1318253400,117.67999,119.63,117.67,119.58,55.13714227055438,0.45063630535579446,-0.9132929364420335,-1.363929241797828
1318339800,118.87,120.03999,118.75,119.7,55.3365645719526,0.6622823638404336,-0.5360762869972859,-1.1983586508377195
1318426200,120.60001,122.14,120.33,120.75,57.132170460621154,0.8381538312325695,-0.15066636179700765,-0.9888201930295771
1318512600,120.03999,120.87,119.12,120.50999,56.572300129442496,0.8981472584385033,0.1338638800185521,-0.7642833784199512
1318599000,121.91,122.60001,121.23,122.57001,60.17927164859096,1.027101102429905,0.51959299961743,-0.5075081028124749
1318858200,121.99001,122.54919,119.92999,120.23,54.62881604076971,0.9093774195877318,0.6292136716721899,-0.28016374791554194
1318944600,120.14,123.5,119.2,122.58,58.744124099796714,0.9404451382419702,0.8953926748869208,-0.045052463355049394
1319031000,122.38,123.08,120.71001,121.13,55.40482986764383,0.8184932164272033,0.9780640571789547,0.15957084075175143
1319117400,121.42999,122.10001,119.82001,121.66,56.38085269880861,0.7315179324616365,1.073968256328797,0.34245032386716057
1319203800,123.09,124.12,122.72,123.97,60.44436268656809,0.7829528798516844,1.321141423681766,0.5381885438300816
1319463000,124.17,125.8,124.06,125.49001,62.893924127075955,0.8662445496416635,1.620994230882161,0.7547496812404975
1319549400,124.89,124.95,122.78,123.049,56.80963622822549,0.7103797196143657,1.6427243307584547,0.932344611144089
1319635800,124.35001,124.77,122.21001,124.3,58.998760824604915,0.6467832745928033,1.7408237043850932,1.0940404297922899
1319722200,127.63,129.42,124.3187,128.63,65.51414320631446,0.839373133474314,2.1432568466351825,1.3038837131608685
1319808600,128,128.85001,127.8,128.60001,65.43658338587252,0.9022822486192947,2.431736523934987,1.5294542753156921
1320067800,127.16,128.6239,125.32001,125.5,57.81704078798575,0.682634198124408,2.382747022971202,1.700112824846794
1320154200,122.03,123.50999,121.52,122.002,50.65015536657597,0.2704444505635055,2.038168388051176,1.7677239374876703
1320240600,123.83,124.39999,122.7905,123.99001,54.13020057376051,0.10866890938480323,1.9035600742186745,1.7948911648338712
1320327000,125.27,126.5,123.595,126.25,57.77552349265407,0.12943813240626656,1.9566888303417045,1.827250697935438
1320413400,125.23,125.7,124.00999,125.481,56.14062455931278,0.0699360389448791,1.9146707466165367,1.8447347076716576
1320676200,125.39,126.39,124.2,126.25999,57.454020805862946,0.06187034452140483,1.9220726383234137,1.8602022938020089
1320762600,126.92,128.02,125.71001,127.88,60.128079748585414,0.1399977221495381,2.0351994464889316,1.8952017243393935
1320849000,124.89,125.8,122.86,123.161,50.22539832673524,-0.13680621097652734,1.7241939606187344,1.8610001715952618
1320935400,124.78999,124.94,123.02,124.32001,52.303119833622965,-0.24613101882515354,1.55333639806382,1.7994674168889735
1321021800,125.83,126.99001,125.78999,126.66,56.27185482239757,-0.16882380148714482,1.5884376650300425,1.7572614665171873
1321281000,126.19,127.45,124.92,125.46001,53.79962040993804,-0.20412028847042185,1.5021111059291599,1.7062313943995817
1321367400,125.17,126.75,124.72,126.08299,54.90722946398677,-0.19134137761727854,1.4670546723779836,1.6583960499952621
1321453800,124.81,126.34,123.89999,124.08,50.69872894734642,-0.3162467953498558,1.2630875558079424,1.5793343511577982
1321540200,123.85001,124.16,121.23,122.105,46.88292903818054,-0.5183952876303017,0.931340241619921,1.4497355292502228
1321626600,122.5,122.75,121.47,121.979,46.64174340973196,-0.6391808964704779,0.6507594086621253,1.2899403051326033
1321885800,120.2,120.35001,118.64999,119.661,42.32766016650655,-0.841069541559375,0.2386033781833845,1.0796729197427595
1321972200,119.39999,120.10001,118.52,119.19,41.48795290140176,-0.963420469474031,-0.1246026670997793,0.8388178023742517
1322058600,118.07001,119.19,116.56,116.56,37.06613842675253,-1.1650913654013726,-0.6175464043774639,0.5475449610239087
1322231400,116.38,117.7,116.2,116.34,36.71363968777916,-1.2494505102899942,-1.0142681768385842,0.2351823334514101
1322490600,119.53999,120.17999,118.82001,119.71001,45.295756698434865,-1.023904874829047,-1.0446987600848985,-0.02079388525585163
1322577000,120.05,121,119.61,120.05,46.09003554194934,-0.8069755132020222,-1.0295132767583794,-0.2225377635563572
1322663400,123.49001,125.22,119.9971,124.99001,56.07057220039277,-0.3114166703409321,-0.6118086014825224,-0.30039193114159024
1322749800,124.85001,125.64,124.42999,124.97,56.025326929571754,0.016976612688597736,-0.27917116528084307,-0.2961477779694408
1322836200,126.12,126.5,124.78,124.86,55.75895826390419,0.21759719810890168,-0.024151280333313707,-0.2417484784422154
1323095400,126.84,127.17999,125.44,126.22,58.39284823851715,0.42093148722080714,0.2844158805837935,-0.13651560663701362
1323181800,126.21001,127.11,125.75999,126.25999,58.471140613380015,0.530108211383181,0.5261196575919627,-0.003988553791218347
1323268200,125.84,127.25999,124.97,126.73,59.437234674062104,0.6007802216350466,0.74698672325259,0.1462065016175433
1323354600,125.89999,126.17999,123.64999,123.95,51.76644412973161,0.43483613437621077,0.6897516695878068,0.254915535211596
1323441000,124.50999,126.37,124.39999,126.05,56.349259169300225,0.4397238443985873,0.8045703407098301,0.36484649631124283
1323700200,124.95,124.97,123.16,124.21001,51.71303988720603,0.29898621670569264,0.7385792671933586,0.439593050487666
1323786600,124.86,125.57001,122.45,123.05,48.97714040851847,0.11706443254221877,0.5859235911654395,0.4688591586232207
1323873000,122.56,123.03,121.47,121.74001,46.016378812556376,-0.0909723292308195,0.3551437470846963,0.4461160763155158
1323959400,123.03,123.2,121.99001,122.185,47.18436965035716,-0.19226575423489023,0.20578388352190302,0.39804963775679325
1324045800,122.23,122.95,121.3,121.59,45.75875222974846,-0.28727607464457616,0.03895454445107305,0.3262306190956492
1324305000,122.06,122.32001,120.03,120.28999,42.721598721579504,-0.4177049997094592,-0.1959006305411748,0.2218043691682844
1324391400,122.17999,124.14,120.37019,123.92999,52.273531251865755,-0.24728438860107813,-0.08730111658306328,0.15998327201801485
1324477800,123.92999,124.36,122.75,124.17,52.83207826834205,-0.11364665434566995,0.017924954085927425,0.13157160843159738
1324564200,124.63,125.39999,124.23241,125.27,55.40784722551028,0.04507235086563405,0.18791204701363995,0.1428396961480059
1324650600,125.67,126.42999,125.41,126.39,57.927104855084025,0.21236512255476003,0.40829609934145594,0.1959309767866959
1324996200,126.17,126.82001,126.06,126.49001,58.154443662477114,0.3106845994518627,0.5842867261015243,0.2736021266496616
1325082600,126.50999,126.53,124.73,124.83,53.03217257498138,0.247590404244376,0.5830901319551316,0.3354997277107556
1325169000,125.24001,126.25,124.8566,126.12,56.25662263026884,0.27433118626026853,0.6784137105360912,0.4040825242758227
1325255400,126.02,126.33,125.5,125.5,54.32620526551401,0.23346000147002915,0.6959075261133592,0.46244752464333
1325601000,127.75999,128.38,127.42999,127.495,59.18005042151019,0.31870456910604095,0.8608282360258812,0.5421236669198403
1325687400,127.2,127.81,126.71001,127.7,59.654521059272405,0.36356737558532626,0.9965828864014981,0.6330155108161718
1325773800,127.00999,128.23,126.42999,128.03999,60.47507085843649,0.388553996896036,1.1187080069362167,0.7301540100401808
1325860200,128.2,128.22,127.28999,127.71001,59.21626930803633,0.3561312570480142,1.1753180813501984,0.8191868243021843
1326119400,128,128.17999,127.41,128.02,60.057397123416855,0.3294547905693277,1.2310053125138438,0.9015505219445161
1326205800,129.39,129.64999,128.95,129.13,63.00003195687054,0.3580822764895275,1.3491533675564256,0.9910710910668981
1326292200,128.73,129.37,128.52,129.2,63.18423364202179,0.3526859959300521,1.4319285859794633,1.0792425900494111
1326378600,129.57001,129.7,128.53999,129.50999,64.03806025361038,0.34075891804869207,1.5051912376102763,1.1644323195615842
1326465000,128.64,129.05,127.72,128.84,60.75826649073556,0.2620470073689487,1.4919910787727702,1.2299440714038214
1326810600,130.08,130.32001,128.89571,129.34,62.30966967317885,0.21967063610506998,1.5045323665351589,1.2848617304300889
1326897000,129.31,130.84,129.08,130.77,66.40090776566345,0.26113986995189165,1.6112865678699535,1.3501466979180619
1326983400,131.22,131.57001,130.8,131.46001,68.19491973879936,0.30516839532466644,1.731607192073895,1.4264387967492285
1327069800,131.24001,131.95,130.92,131.53999,68.40550111666829,0.30886675702963307,1.8125222430362697,1.5036554860066367
1327329000,131.50999,132.25,130.98,131.61,68.60147404781281,0.28575284731601824,1.8608465451516594,1.5750936978356411
1327415400,130.8,131.5,130.60001,131.46001,67.63356663015733,0.23235402007759332,1.8655362229326329,1.6331822028550396
1327501800,131.25999,132.87,130.75,132.56,70.87863071243729,0.24201366961885884,1.9356992898786132,1.6936856202597543
1327588200,133.14999,133.39999,131.36,131.88,66.44369749894656,0.17654437444297377,1.9143660883134714,1.7378217138704977
1327674600,131.24001,132.05,131.14999,131.82001,66.0510470446814,0.10658293024686527,1.8710503766790794,1.764467446432214
1327933800,130.50999,131.44,130.06,131.37,63.04146230261657,0.012340299283158274,1.779892820536162,1.7675525212530037
1328020200,132.02,132.17999,130.67999,131.32001,62.699689174534875,-0.06668073885598025,1.6842015976830282,1.7508823365390085
1328106600,132.28999,133.14,132.13,132.47,67.11628915361345,-0.055286864988717044,1.6817737553031122,1.7370606202918293
1328193000,132.73,133.02,132.21001,132.67999,67.864543624167,-0.04768255563926771,1.6774574257427446,1.7251399813820123
1328279400,134,134.62,133.77,134.53999,73.59569906358645,0.06255635929013748,1.803335430494684,1.7407790712045466
1328538600,133.98,134.5134,133.83,134.45,72.91812125035632,0.10675936568806854,1.8742282783146322,1.7674689126265637
1328625000,134.17,135.02,133.64,134.78999,73.89596824682278,0.1344521422079581,1.9355340903865113,1.8010819481785532
1328711400,134.86,135.22,134.31,135.19,75.03795651067188,0.15386881794464324,1.9934179706093573,1.839549152664714
1328797800,135.41,135.59,134.56,135.36,75.5279465154181,0.1520509408032258,2.0296128286687463,1.8775618878655205
1328884200,134.16,134.47,133.84,134.36099,67.18217069029544,0.06206891139278614,1.9551480271065032,1.893079115713717
1329143400,135.32001,135.52,134.74001,135.36,70.67215786662791,0.04891180709022436,1.9542188745764975,1.905307067486273
1329229800,135,135.27,134.25,135.19,69.32119384844026,0.009881827566064816,1.917659351943854,1.9077775243777892
1329316200,135.63,135.83,134.28999,134.56,64.40749905630966,-0.07269740092551502,1.8169057732208955,1.8896031741464105
1329402600,134.57001,136.17,134.33,136.049,69.84755652364717,-0.04284819365596659,1.8360429320764524,1.878891125732419
1329489000,136.52,136.6275,135.96001,136.41,71.00465532956508,-0.0159844308063124,1.8589105872245284,1.8748950180308408
1329834600,136.73,137.05,136.05,136.47,71.20245797064604,-0.01157281457820969,1.8604289998080787,1.8720018143862884
1329921000,136.25999,136.55,135.78999,136.032,67.57820894189707,-0.05321985289048792,1.8054769982731784,1.8586968511636663
1330007400,135.96001,136.73,135.5,136.631,69.83922156311785,-0.055252140808575545,1.7896316751529469,1.8448838159615224
1330093800,136.92999,137.2,136.63,136.92999,70.92900548759252,-0.051368141270596857,1.7806736393732763,1.8320417806438731
1330353000,136.02,137.53,135.8,137.16,71.7739396217401,-0.048264597111991936,1.771711034253883,1.819975631365875
1330439400,137.2,137.72,136.92999,137.55901,73.22762877520414,-0.03491773021346245,1.776328468599047,1.8112461988125095
1330525800,137.75999,138.19,136.53999,137.02,68.1235618900003,-0.07563287232912708,1.7167051084011007,1.7923379807302278
1330612200,137.31,137.99001,136.9312,137.73,70.99175897724508,-0.06821739641152669,1.7070662352158195,1.7752836316273461
1330698600,137.64,137.82001,137,137.312,67.16038123077806,-0.10285415659776631,1.6467159358801382,1.7495700924779045
1330957800,137.10001,137.2,136.28,136.75,62.292629535965084,-0.17098804564477188,1.5358350354219397,1.7068230810667115
1331044200,135.35001,135.42999,134.36,134.75,48.750848032844054,-0.34792567929120755,1.2719159819527022,1.6198416612439097
1331130600,135.06,135.91,134.92999,135.69,53.83095198517649,-0.39536710441722045,1.125632780722384,1.5209998851396045
1331217000,136.52,137.32001,136.24001,137.03999,59.96825809456851,-0.3320901313086684,1.1058872210037691,1.4379773523124375
1331303400,137.3,137.92999,137.13,137.57001,62.09850338713572,-0.25430576386546067,1.1200951474806118,1.3744009113460725
1331559000,137.55,137.75999,137.09,137.58,62.13939841895478,-0.20411351322068216,1.1192590198202197,1.3233725330409019
1331645400,138.32001,140.13,138.09,140.062,70.6209136933157,-0.015623508436128919,1.3038431474957406,1.3194666559318695
1331731800,140.10001,140.44501,139.48,139.91,69.59271694910079,0.08160777449505163,1.421476374050684,1.3398685995556323
1331818200,140.12,140.78,139.75999,140.72,71.93746361963922,0.1777494259924286,1.562055382046168,1.3843059560537394
1331904600,140.36,140.48,140,140.3,68.96775817499268,0.1892673599861363,1.6208901560364097,1.4316227960502734
1332163800,140.21001,141.28,140.11,140.85001,70.67502678949268,0.20861339163145964,1.692389535589598,1.4837761439581383
1332250200,140.05,140.61,139.64,140.44,67.6855629945602,0.17011006654680627,1.6964137271416462,1.52630366059484
1332336600,140.52,140.64999,139.92,140.21001,65.99914656907433,0.10846703390581758,1.661887452977112,1.5534204190712944
1332423000,139.17999,139.55,138.74001,139.2,59.041998720913035,-0.014474361951505532,1.5353274666319123,1.5498018285834179
1332509400,139.32001,139.81,138.55,139.64999,61.01381101059871,-0.07618481403176713,1.454570811043709,1.5307556250754761
1332768600,140.64999,141.61,140.60001,141.61,68.19588988316943,0.0002576563964302725,1.531077695571014,1.5308200391745836
1332855000,141.74001,141.83,141.08,141.17,65.28816750892946,0.006120842980887442,1.5384710929006928,1.5323502499198054
1332941400,141.10001,141.32001,139.64,140.47,60.84350291187298,-0.04916759936102477,1.4708907507185245,1.5200583500795493
1333027800,139.64,140.49339,139.09,140.23,59.35161920327093,-0.11041819824201671,1.3820356022770284,1.492453800519045
1333114200,140.92,141.05,140.05,140.81,61.78998788989721,-0.11961275399081694,1.342937858030524,1.462550612021341
1333373400,140.64,142.21001,140.36,141.84,65.72241152017986,-0.06670702621240321,1.379166829255837,1.4458738554682402
1333459800,141.64,141.8826,140.42999,141.25999,61.86152795533544,-0.08024648759114061,1.3455657459793144,1.425812233570455
1333546200,140.22,140.339,139.34,139.86,53.66649700617317,-0.18686905533778675,1.1922259143982217,1.3790949697360084
1333632600,139.38,140.2,139.25999,139.78999,53.286337674573986,-0.2609428507486251,1.052916406300227,1.313859257048852
1333978200,138.03,139.84441,137.84,138.22,45.502111451249284,-0.40586311331035585,0.8065303654109073,1.2123934787212631
1334064600,137.95,138.34,135.75999,135.89999,36.91928209890888,-0.6345310894088549,0.41922961696019456,1.0537607063690495
1334151000,137.28999,137.53999,136.75,137,42.46109640985342,-0.6839994454115204,0.1987613996046491,0.8827608450161695
1334237400,137.13,138.89999,137.03,138.78999,50.13765695696719,-0.5729638534715074,0.16655602817678528,0.7395198816482926
1334323800,138.47,138.8168,137.00999,137.14,44.27399172218564,-0.5853737523051116,0.007802691266903139,0.5931764435720147
1334583000,137.84,138.03999,136.58,137.05,43.97190869033166,-0.5736172432464588,-0.12384511048605873,0.4497721327604
1334669400,137.84,139.36,137.698,139.082,51.94429732540109,-0.41060152118433185,-0.06347976872001482,0.34712175246431703
1334755800,138.46001,139.08,138.38,138.61,50.15890501820164,-0.32018859458726107,-0.05311399076975931,0.26707460381750175
1334842200,138.63,139.14999,137.07001,137.72,46.8864349224252,-0.30596729755150986,-0.11538451812188555,0.1905827794296243
1334928600,138.33,138.83,137.87,137.95,47.83363286426591,-0.2680737969001188,-0.14450946669552422,0.12356433020459458
1335187800,136.53999,136.91,135.94,136.78999,43.60952296109699,-0.305425654023742,-0.2582177373250829,0.04720791669865908
1335274200,136.91,137.66,136.8,137.31,45.91526743006369,-0.2800707191707308,-0.3028804822647544,-0.02280976309402362
1335360600,138.64999,139.25,138.53,139.19,53.34295272762828,-0.1293118070843949,-0.18444952194951725,-0.055137714865122346
1335447000,138.89,140.32001,138.81,140.16,56.65089209851979,0.03436551085554556,-0.012180826295690395,-0.046546337151235954
1335533400,140.58,140.78999,139.8,140.39,57.421740506777844,0.15025620266731743,0.14127391618291085,-0.00898228648440659
1335792600,140.11,140.21001,139.49001,139.87,55.03877494861001,0.18191426929481277,0.21841055013410937,0.0364962808392966
1335879000,139.78999,141.66,139.63,140.74001,58.166785670475576,0.24740996161489598,0.3457587328579166,0.0983487712430206
1335965400,139.92,140.46001,139.46001,140.325,56.15966445348091,0.2481101580500113,0.40848646880553474,0.16037631075552344
1336051800,140.34,140.45,138.99001,139.25,51.22854892743793,0.16547657432689705,0.3672220286641448,0.20174545433724772
1336138200,138.515,139.30119,136.92,137,42.76474983112462,-0.04042012892262367,0.15122029318396812,0.1916404221065918
1336397400,136.50999,137.56,136.46001,137.10001,43.213848041454995,-0.16271804827720532,-0.011757138239914866,0.15096091003729045
1336483800,136.28,136.77,134.92,136.55,41.29480379679881,-0.2673187009319854,-0.18318746612769132,0.08413123480429409
1336570200,135.10001,136.61,134.49001,135.74001,38.57778238389731,-0.37132575346268315,-0.38002595702405984,-0.008700203561376699
1336656600,136.67999,136.85001,135.71001,136.02,40.046240692629596,-0.3991022236668173,-0.5075779831448983,-0.10847575947808104
1336743000,135.17,136.87,135.11,135.61,38.59127977049336,-0.4207666683936066,-0.6344340949700893,-0.2136674265764827
1337002200,134.31,135.6144,133.91,134.11,33.7588134576084,-0.5060667691810941,-0.8462508880528503,-0.34018411887175626
1337088600,134.02,134.81,133.13,133.34,31.573157411588042,-0.5790405710042631,-1.063984832627085,-0.484944261622822
1337175000,133.94,134.55,132.8,132.82899,30.176816618870987,-0.6226151928202566,-1.2632132526481428,-0.6405980598278862
1337261400,132.86,133.02,130.78999,130.86,25.49761494213911,-0.737104536011652,-1.5619787298424512,-0.8248741938307992
1337347800,131.37,131.60001,129.55,129.74001,23.285818448322345,-0.8341789252402538,-1.8675978503811166,-1.0334189251408628
1337607000,130.16,132.02,129.95,131.97,35.317021835742395,-0.6995599988739301,-1.9078689237332753,-1.2083089248593453
1337693400,132.31,133.23,131.34,132.2,36.424494056694456,-0.552817388220302,-1.8993306601347228,-1.3465132719144208
1337779800,131.25,132.46001,129.99001,132.27,36.779272489013856,-0.4151192208209158,-1.8654122979405656,-1.4502930771196498
1337866200,132.63,132.84,131.42,132.53,38.159654478133675,-0.2772368039042503,-1.7968390819999627,-1.5196022780957124
1337952600,132.48,132.85001,131.78,132.10001,36.73126902409206,-0.18986859819653312,-1.7569380258413787,-1.5670694276448456
1338298200,133.16,133.92999,131.17,133.7,44.98360185641555,-0.00876037702566368,-1.5780198989269252,-1.5692595219012615
1338384600,132.56,133.6924,131.49001,131.75999,38.43709595776471,-0.004286285672546963,-1.5746173789919453,-1.5703310933193984
1338471000,131.71001,132.45,130.34,131.47,37.55723769584712,-0.005447393214738527,-1.5771403348378215,-1.571692941623083
1338557400,129.41,131.5042,128.16,128.16,29.310013182928287,-0.20279723427155516,-1.825189484462527,-1.6223922501909718
1338816600,128.39,128.74001,127.13499,128.10001,29.184927287485777,-0.3048987064119826,-2.00351563320595,-1.6986169267939675
1338903000,127.85001,129.25999,127.78,129.07001,34.08344187925981,-0.27552153691673853,-2.0430188479398907,-1.7674973110231522
1338989400,129.97,132.03,129.92999,131.97,46.08997635844351,-0.0414806794709055,-1.819348160361784,-1.7778674808908785
1339075800,133.47,133.53,131.78,132.05,46.38012936958422,0.1286999731763918,-1.6169925144203887,-1.7456924875967805
1339162200,131.71001,133.125,131.28999,133.10001,50.17090995397586,0.31154357441932623,-1.3562630195726229,-1.667806593991949
1339421400,134.17,134.25,131.28,131.41499,44.70844393190609,0.31748580691192485,-1.270949335352043,-1.5884351422639678
1339507800,131.78999,133.00999,131.16,132.92,49.94999591045703,0.4150948347080483,-1.0695665988789074,-1.4846614335869557
1339594200,132.53,133.36,131.62,132.07001,47.22697884694758,0.4138053240071755,-0.9674047785779862,-1.3812101025851617
1339680600,132.34,134,131.98,133.47,51.88001268246592,0.49324104484008213,-0.7646587965350591,-1.2578998413751412
1339767000,133.38,134.25999,133.10001,134.14,53.97164000744408,0.5713991726195153,-0.543650875600747,-1.1150500482202623
1340026200,133.58,134.73,133.28,134.39999,54.79280957158883,0.6171911369773119,-0.3435611269986225,-0.9607522639759344
1340112600,135.08,136.25,134.3714,135.7,58.75515015330604,0.7052610699774509,-0.07917592650412075,-0.7844369964815716
1340199000,135.71001,136.10001,134.27,135.48,57.83137039829346,0.7166023234281378,0.11131590780360057,-0.6052864156245372
1340285400,135.64,135.78,132.33,132.44,46.866150023628784,0.4976579061576816,0.016785967072564745,-0.48087193908511683
1340371800,133.13,133.71001,132.62,133.46001,50.273063577600574,0.4038184102382253,0.02390107371266481,-0.3799173365255605
1340631000,132.05,132.10001,130.85001,131.32001,43.91152230263849,0.19072663709353777,-0.1415090401586383,-0.33223567725217606
1340717400,131.7,132.38,130.92999,131.98,46.1737153683565,0.09231458567718753,-0.21684244515569162,-0.30915703083287915
1340803800,132.42,133.42999,131.96671,133.173,50.09215033978029,0.10474553385553298,-0.17822511351346293,-0.2829706473689959
1340890200,132.28999,132.99001,131.28,132.78999,48.86231592909575,0.0851830633366813,-0.1764918181981443,-0.2616748815348256
1340976600,135.2,136.27,134.85001,136.105,58.38548002020598,0.28239808254284837,0.0913227216437349,-0.19107536089911348
1341235800,136.48,136.64999,135.52,136.50999,59.38069485718459,0.41879237502560657,0.33241510788289474,-0.08637726714271182
1341322200,136.48,137.50999,136.34,137.412,61.584293581185236,0.5406795428335639,0.5894721613992431,0.04879261856567918
1341495000,136.89999,137.8,136.28999,136.78999,59.199299592405296,0.5485926851418456,0.7345334749929862,0.18594078985114057
1341581400,135.47,135.77,134.85001,135.49001,54.452919825081366,0.44013748107827616,0.7361126411989858,0.2959751601207096
1341840600,135.38,135.57001,134.7,135.32001,53.84494196736118,0.3355397743597069,0.7153998780703432,0.37986010371063633
1341927000,136.00999,136.23,133.67999,134.14,49.697127451029786,0.17362181521961378,0.5968873727351536,0.4232655575155398
1342013400,134.21001,134.60001,133.38,134.16,49.76775692583053,0.06045075483524048,0.4988290010595904,0.4383782462243499
1342099800,133.38,134.2269,132.60001,133.50999,47.43654904033533,-0.0591303322344206,0.36446533093132416,0.42359566316574476
1342186200,133.86,135.89,133.84,135.75,55.22090750297263,0.008108633109347674,0.43373145455242934,0.42562282144308167
1342445400,135.44,135.83,134.89999,135.42999,53.99076142967302,0.025525033387955587,0.45752911317802614,0.43200407979007055
1342531800,135.97,136.64,134.55,136.36,56.98948568727753,0.09051579803648768,0.5451488273356802,0.45463302929919247
1342618200,136.03999,137.64,135.96001,137.37,60.035841311304026,0.18681680044402016,0.6881540298542177,0.5013372294101975
1342704600,137.64999,138.17999,137.21001,137.73,61.09361475091949,0.2557869208638859,0.8210708804900548,0.565283959626169
1342791000,136.95,137.16,136.32001,136.47,55.55155816525376,0.20004344074328828,0.8153382605552792,0.615294819811991
1343050200,134.47,136.38519,133.84,135.09,50.1822482401083,0.060939998123332506,0.6914698174661567,0.6305298193428241
1343136600,135.19,135.25,133.03,133.925,46.128789057201,-0.10953791858253104,0.4936074211146604,0.6031453396971914
1343223000,134.21001,134.56,133.25,133.96001,46.26924802647918,-0.21391251989421012,0.3357546898294288,0.5496672097236389
1343309400,135.89,136.46001,135.25999,136.17,54.35892982643812,-0.13209366232621433,0.38455013181587105,0.5166437941420854
1343395800,136.89,139.07001,136.1364,138.675,61.444805445359705,0.08126648556696969,0.6182269011007975,0.5369604155338278
1343655000,138.52,139.339,138.27,138.67999,61.45764214808494,0.20615945386427836,0.7946597328641758,0.5885002789998974
1343741400,138.49001,138.87,137.71001,137.71001,57.45328877185955,0.20636562532156777,0.8464573106518571,0.6400916853302894
1343827800,138.7,138.73,137.39999,137.59,56.958799731764074,0.18218247096723483,0.867819774039333,0.6856373030720981
1343914200,136.55,137.57001,135.58,136.64,53.06527407390173,0.09059702711088047,0.7988835869606987,0.7082865598498183
1344000600,138.56,139.64,136.6794,139.349,61.208381979401054,0.19486853725687114,0.9518722314209072,0.757003694164036
1344259800,139.72,140.17,139.56,139.62,61.92014618757433,0.26040169772771093,1.0825058163236747,0.8221041185959638
1344346200,140.17999,140.92,140.03,140.32001,63.76938740389923,0.3250039623598773,1.2283590715458104,0.9033551091859331
1344432600,139.85001,140.64999,139.81,140.49001,64.22377055580972,0.351071452280841,1.3421944245369843,0.9911229722561433
1344519000,140.28999,140.89,140.14999,140.61,64.56160305516805,0.3476279068375956,1.4256578558031379,1.0780299489655423
1344605400,140.03999,140.89,139.81,140.84,65.23918874999733,0.33209619937317236,1.4931501981820077,1.1610539988088353
