time,open,high,low,close,Volume
1627664400,145.48,145.59,145.36,145.59,68243
1627665300,145.6,145.75,145.45,145.67,76698
1627666200,145.66,145.9,145.66,145.82,59950
1627667100,145.81,145.86,145.67,145.75,63695
1627668000,145.76,145.97,145.66,145.93,79751
1627668900,145.92,146.28,145.84,146.18,135328
1627669800,146.19,146.3,146.08,146.09,105456
1627670700,146.09,146.29,146.08,146.21,78108
1627671600,146.21,146.32,146.06,146.11,147969
1627672500,146.11,146.14,145.82,145.94,150450
1627673400,145.95,146.15,145.93,145.97,148948
1627674300,145.97,146.11,145.78,145.86,538759
1627675200,145.93,145.93,145.83,145.83,932
1627676100,145.79,145.79,145.79,145.79,100
1627677000,145.83,145.83,145.83,145.83,400
1627902000,146.38,146.4,146.38,146.4,600
1627902900,146.77,146.77,146.77,146.77,278
1627905600,146.76,146.76,146.76,146.76,739
1627906500,146.56,146.56,146.5,146.5,200
1627907400,146.66,146.66,146.66,146.66,100
1627909200,146.74,146.74,146.74,146.74,296
1627910100,146.36,146.38,146.35,146.35,300
1627911000,146.36,146.94,145.26,145.38,458112
1627911900,145.37,146.01,145.3,145.92,186270
1627912800,145.93,146.24,145.6,146.06,166841
1627913700,146.04,146.24,145.6,145.91,147829
1627914600,145.9,145.99,145.42,145.55,92221
1627915500,145.53,146.08,145.47,146.02,130107
1627916400,146.03,146.22,145.73,146.22,70016
1627917300,146.23,146.54,146.17,146.54,97433
1627918200,146.53,146.545,146.36,146.43,59560
1627919100,146.43,146.53,146,146.02,90469
1627920000,146.03,146.03,145.56,145.77,122712
1627920900,145.75,146,145.61,145.64,62597
1627921800,145.63,145.82,145.57,145.68,40932
1627922700,145.65,145.86,145.57,145.76,73749
1627923600,145.76,146.04,145.76,145.96,94165
1627924500,145.97,146.21,145.97,146.05,55560
1627925400,146.05,146.12,145.88,145.89,42143
1627926300,145.91,146.04,145.75,146.02,66249
1627927200,146.04,146.15,145.94,146.05,51418
1627928100,146.05,146.17,145.94,145.98,36123
1627929000,145.96,146.03,145.87,145.99,47826
1627929900,145.97,146.04,145.88,145.95,39127
1627930800,145.92,146,145.77,145.77,67925
1627931700,145.77,145.86,145.61,145.62,130113
1627932600,145.62,145.74,145.46,145.53,109144
1627933500,145.53,145.76,145.38,145.54,293291
1627989300,145.52,145.52,145.52,145.52,200
1627993800,145.7,145.7,145.7,145.7,250
1627996500,145.93,145.93,145.93,145.93,489
1627997400,145.77,146.18,145.18,146.06,222138
1627998300,146.07,146.58,145.45,145.55,228327
1627999200,145.52,145.91,145.35,145.53,162587
1628000100,145.51,146.14,145.4,146.11,150588
1628001000,146.11,146.15,145.48,145.48,79429
1628001900,145.43,145.99,145.34,145.87,97462
1628002800,145.92,146.08,145.63,145.69,70719
1628003700,145.67,145.82,145.44,145.79,73326
1628004600,145.8,146.6,145.77,146.53,181097
1628005500,146.55,147.06,146.51,147.01,170312
1628006400,147.06,147.42,147.06,147.22,172005
1628007300,147.21,147.4,146.95,147.05,84250
1628008200,147.08,147.42,147.08,147.32,67692
1628009100,147.32,147.73,147.24,147.73,103601
1628010000,147.74,148.04,147.72,147.91,105287
1628010900,147.91,147.96,147.76,147.88,86948
1628011800,147.895,148.02,147.83,147.84,66288
1628012700,147.855,148.015,147.77,147.82,66328
1628013600,147.84,147.96,147.59,147.83,86602
1628014500,147.82,147.84,147.58,147.58,74272
1628015400,147.57,147.59,147.32,147.47,104371
1628016300,147.47,147.5,147.14,147.44,84280
1628017200,147.445,147.61,147.405,147.53,106693
1628018100,147.52,147.63,147.405,147.59,84834
1628019000,147.59,147.73,147.36,147.43,137374
1628019900,147.42,147.45,147.14,147.35,392700
1628020800,147.36,147.37,147.36,147.37,500
1628021700,147.39,147.39,147.39,147.39,100
1628022600,147.33,147.33,147.33,147.33,800
1628023500,147.37,147.37,147.37,147.37,298
1628025300,147.41,147.41,147.41,147.41,100
1628026200,147.42,147.42,147.42,147.42,100
1628074800,147.48,147.48,147.48,147.48,100
1628079300,147.32,147.55,147.32,147.5,19523
1628081100,147.12,147.12,147.12,147.12,100
1628083800,147.27,147.61,146.8,147.61,259281
1628084700,147.56,147.78,147.11,147.68,241415
1628085600,147.71,147.75,146.86,146.97,183127
1628086500,146.99,147.17,146.69,147.08,255152
1628087400,147.07,147.28,146.79,146.84,147252
1628088300,146.85,147.05,146.59,146.64,115493
1628089200,146.63,146.76,146.46,146.65,106002
1628090100,146.66,146.67,146.28,146.4,115880
1628091000,146.43,146.63,146.42,146.47,127810
1628091900,146.48,146.98,146.48,146.95,85946
1628092800,146.97,147.26,146.81,147.13,73064
1628093700,147.14,147.3,147.09,147.2,81226
1628094600,147.23,147.24,146.98,147,44750
1628095500,147,147.18,146.99,147.15,41667
1628096400,147.16,147.45,147.16,147.4,67179
1628097300,147.4,147.52,147.245,147.28,68287
1628098200,147.28,147.29,147.01,147.09,51302
1628099100,147.1,147.22,147.02,147.07,47812
1628100000,147.07,147.25,146.98,147.245,55064
1628100900,147.24,147.24,147.08,147.1,47667
1628101800,147.1,147.2,147.02,147.08,62488
1628102700,147.08,147.1,146.78,146.82,67876
1628103600,146.835,146.89,146.665,146.775,60579
1628104500,146.76,147.04,146.69,147.02,83040
1628105400,147.02,147.29,146.96,147.29,97339
1628106300,147.28,147.33,146.91,146.96,260974
1628109900,146.79,146.79,146.79,146.79,100
1628120700,146.95,146.95,146.95,146.95,100
1628169300,147.21,147.21,146.85,146.98,1105
1628170200,146.98,147.05,146.19,146.5,291333
1628171100,146.49,147.18,146.42,147.05,170254
1628172000,147.07,147.26,146.8,147.25,133567
1628172900,147.27,147.42,147.03,147.34,111070
1628173800,147.36,147.48,147.17,147.43,91015
1628174700,147.42,147.58,147.24,147.49,88643
1628175600,147.49,147.82,147.48,147.62,88994
1628176500,147.62,147.67,147.31,147.46,69978
1628177400,147.5,147.62,147.37,147.42,46842
1628178300,147.42,147.6,147.36,147.46,50544
1628179200,147.47,147.54,147.3,147.51,38712
1628180100,147.5,147.5,147.25,147.29,39354
1628181000,147.29,147.4,147.26,147.26,40023
1628181900,147.26,147.33,147.18,147.25,54184
1628182800,147.26,147.26,147.12,147.15,31438
1628183700,147.14,147.23,147.13,147.22,46070
1628184600,147.22,147.36,147.16,147.32,58278
1628185500,147.33,147.38,147.29,147.36,43738
1628186400,147.36,147.46,147.29,147.32,59299
1628187300,147.32,147.405,147.24,147.24,61717
1628188200,147.23,147.26,147.1,147.21,70608
1628189100,147.19,147.19,147.05,147.06,64672
1628190000,147.055,147.18,147.03,147.04,80656
1628190900,147.04,147.06,146.83,146.85,114107
1628191800,146.84,146.86,146.74,146.84,112845
1628192700,146.83,147.1,146.81,147.06,331087
1628250300,146.64,146.64,146.64,146.64,100
1628253000,146.6,146.7,146.32,146.32,400
1628253900,146.2,146.35,146.2,146.35,400
1628254800,146.34,146.34,146.34,146.34,200
1628256600,146.35,146.65,145.9,146.37,333097
1628257500,146.37,146.86,146.05,146.56,176081
1628258400,146.58,146.97,146.41,146.63,131212
1628259300,146.64,146.93,146.63,146.88,85920
1628260200,146.88,147.1,146.83,147.04,92556
1628261100,147.03,147.05,146.445,146.53,81309
1628262000,146.55,146.7,146.02,146.25,121326
1628262900,146.25,146.38,146.05,146.24,80706
1628263800,146.23,146.29,146.03,146.09,60420
1628264700,146.08,146.29,145.98,146.29,57357
1628265600,146.3,146.32,146.1,146.13,48502
1628266500,146.13,146.25,146.07,146.23,37749
1628267400,146.23,146.27,146.05,146.05,39482
1628268300,146.04,146.14,145.91,146.1,89653
1628269200,146.11,146.23,146.11,146.18,36850
1628270100,146.17,146.17,145.86,145.89,61081
1628271000,145.89,145.95,145.73,145.76,50497
1628271900,145.77,145.94,145.76,145.94,49126
1628272800,145.94,145.97,145.8,145.84,58395
1628273700,145.84,145.93,145.78,145.92,58908
1628274600,145.92,145.96,145.8,145.82,65321
1628275500,145.82,145.84,145.63,145.715,87553
1628276400,145.71,145.84,145.67,145.83,63288
1628277300,145.85,145.99,145.83,145.99,62001
1628278200,145.99,146.16,145.94,145.95,141907
1628279100,145.95,146.12,145.84,146.12,396467
1628280000,146.08,146.08,146.05,146.05,1202
1628283600,145.98,145.98,145.98,145.98,100
1628506800,146.03,146.03,146.03,146.03,104
1628514000,146.1,146.1,146.1,146.1,200
1628514900,146.17,146.18,146.09,146.18,2758
1628515800,146.25,146.7,145.52,146.23,217406
1628516700,146.21,146.66,146.08,146.52,151273
1628517600,146.51,146.68,146.02,146.36,110363
1628518500,146.36,146.48,146.16,146.43,89877
1628519400,146.465,146.58,146.2,146.23,72738
1628520300,146.23,146.24,145.96,146.05,113231
1628521200,146.07,146.15,145.8,145.86,115622
1628522100,145.84,146.15,145.8,146.09,76576
1628523000,146.12,146.13,145.92,146.02,41632
1628523900,146.025,146.15,145.93,146.13,50603
1628524800,146.15,146.15,145.92,145.94,37962
1628525700,145.93,146,145.83,145.84,36279
1628526600,145.84,145.94,145.79,145.86,30013
1628527500,145.86,145.96,145.84,145.86,32201
1628528400,145.85,145.96,145.81,145.95,29367
1628529300,145.95,145.96,145.86,145.9,37019
1628530200,145.9,146.08,145.87,146.01,34519
1628531100,146.02,146.06,145.83,145.83,45890
1628532000,145.83,146.04,145.79,145.93,44596
1628532900,145.94,146.09,145.94,146.09,44508
1628533800,146.09,146.13,145.98,146.06,66634
1628534700,146.06,146.1,146,146.05,29189
1628535600,146.045,146.07,145.93,145.995,42468
1628536500,146,146.13,145.97,146.02,58487
1628537400,146.02,146.1,145.98,145.99,55336
1628538300,146,146.18,145.88,146.14,238453
1628539200,146.09,146.1,146.09,146.09,500
1628593200,146.09,147.93,146.09,146.6,500
1628595900,146.55,146.55,146.55,146.55,900
1628598600,146.57,146.57,146.57,146.57,100
1628601300,146.44,146.44,146.44,146.44,1854
1628602200,146.44,146.995,146.18,146.995,304894
1628603100,146.99,147.71,146.99,147.43,344667
1628604000,147.42,147.63,147.11,147.34,173839
1628604900,147.32,147.54,146.91,146.92,161303
1628605800,146.91,146.91,145.63,145.92,256973
1628606700,145.89,146.22,145.73,145.93,131791
1628607600,145.92,145.95,145.54,145.55,116807
1628608500,145.55,145.74,145.4,145.63,101300
1628609400,145.61,145.78,145.48,145.68,78548
1628610300,145.67,145.76,145.5,145.62,73865
1628611200,145.63,145.93,145.63,145.92,47882
1628612100,145.92,146,145.84,145.87,55866
1628613000,145.86,145.88,145.72,145.74,29412
1628613900,145.78,145.79,145.555,145.59,41939
1628614800,145.6,145.75,145.59,145.64,41439
1628615700,145.64,145.72,145.5,145.55,56116
1628616600,145.55,145.63,145.5,145.59,36373
1628617500,145.59,145.7,145.52,145.66,51631
1628618400,145.66,145.66,145.3,145.41,59277
1628619300,145.4,145.54,145.35,145.53,41754
1628620200,145.53,145.65,145.5,145.63,35857
1628621100,145.65,145.71,145.57,145.7,34721
1628622000,145.7,145.72,145.54,145.61,47361
1628622900,145.6,145.71,145.57,145.66,54729
1628623800,145.67,145.715,145.55,145.62,75261
1628624700,145.61,145.63,145.305,145.62,321738
1628626500,145.53,145.53,145.52,145.53,410
1628629200,145.58,145.58,145.58,145.58,190
1628679600,145.36,145.48,145.36,145.48,350
1628683200,145.48,145.48,145.48,145.48,100
1628685000,145.48,145.94,145.48,145.94,1129
1628685900,146.14,146.14,146.1,146.1,400
1628687700,146.07,146.07,146.07,146.07,199
1628688600,146.06,146.7,145.99,146.42,292913
1628689500,146.42,146.48,146,146.09,132372
1628690400,146.06,146.42,145.64,145.78,132684
1628691300,145.79,145.95,145.62,145.81,119854
1628692200,145.81,145.97,145.58,145.84,108517
1628693100,145.84,145.88,145.61,145.61,72780
1628694000,145.63,145.8,145.53,145.73,79976
1628694900,145.71,146,145.56,145.99,85074
1628695800,145.99,146.06,145.76,145.82,67744
1628696700,145.85,145.97,145.71,145.88,63093
1628697600,145.88,146.36,145.88,146.22,76779
1628698500,146.23,146.29,146.04,146.26,41326
1628699400,146.25,146.39,146.23,146.32,64710
1628700300,146.32,146.46,146.19,146.31,51989
1628701200,146.31,146.58,146.22,146.47,149037
1628702100,146.48,146.48,146.24,146.34,58133
1628703000,146.35,146.36,145.88,145.89,53655
1628703900,145.89,146.08,145.83,146.05,50183
1628704800,146.04,146.12,145.96,146.01,41429
1628705700,146.02,146.02,145.81,145.93,38205
1628706600,145.94,146.05,145.88,146.01,35531
1628707500,146.02,146.03,145.89,145.96,29281
1628708400,145.97,146.01,145.89,145.96,47138
1628709300,145.95,146.08,145.89,145.93,54256
1628710200,145.93,145.95,145.81,145.83,87570
1628711100,145.83,145.99,145.78,145.91,255296
1628774100,146.16,146.18,146.045,146.18,2664
1628775000,146.19,146.63,145.85,146.44,231809
1628775900,146.43,147.42,146.28,147.06,324064
1628776800,147.06,147.28,146.59,147.28,194953
1628777700,147.28,147.57,147.18,147.54,255657
1628778600,147.55,147.87,147.49,147.73,198790
1628779500,147.74,148.24,147.56,148.17,233002
1628780400,148.17,148.38,148.07,148.15,162754
1628781300,148.14,148.485,148.14,148.37,128795
1628782200,148.36,148.52,148.24,148.24,131270
1628783100,148.24,148.34,148.03,148.03,100876
1628784000,148.04,148.15,147.71,148.1,93403
1628784900,148.11,148.19,147.96,148.16,51368
1628785800,148.18,148.43,148.18,148.22,66193
1628786700,148.23,148.44,148.21,148.31,68591
1628787600,148.3,148.32,148.1,148.15,75760
1628788500,148.16,148.24,148.07,148.23,56243
1628789400,148.23,148.445,148.21,148.38,75157
1628790300,148.39,148.42,148.235,148.33,67744
1628791200,148.34,148.43,148.22,148.43,63283
1628792100,148.43,148.68,148.4,148.67,95218
1628793000,148.67,148.84,148.62,148.64,101455
1628793900,148.64,148.8,148.63,148.7,76420
1628794800,148.71,148.89,148.68,148.77,117888
1628795700,148.77,148.775,148.61,148.71,107128
1628796600,148.72,148.76,148.635,148.65,131619
1628797500,148.66,149.045,148.57,148.88,535202
1628803800,148.89,148.89,148.89,148.89,100
1628852400,149.22,149.22,149.22,149.22,100
1628853300,149.08,149.08,149.08,149.08,200
1628854200,148.99,148.99,148.99,148.99,120
1628855100,148.85,148.89,148.85,148.89,600
1628856900,148.75,148.95,148.75,148.95,559
1628858700,148.93,148.93,148.93,148.93,400
1628859600,149.02,149.02,149.02,149.02,169
1628860500,149.1,149.1,148.99,148.99,200
1628861400,149,149.24,148.33,148.77,334057
1628862300,148.77,149.38,148.77,149.13,240900
1628863200,149.13,149.28,148.7,148.98,134834
1628864100,148.97,149.44,148.97,149.1,143042
1628865000,149.1,149.23,148.91,148.91,108561
1628865900,148.9,149.1,148.8,148.89,76847
1628866800,148.91,149.08,148.74,148.79,64995
1628867700,148.8,148.81,148.46,148.61,89141
1628868600,148.62,148.62,148.39,148.49,49782
1628869500,148.49,148.53,148.33,148.37,50170
1628870400,148.36,148.64,148.36,148.55,39281
1628871300,148.57,148.58,148.41,148.51,66211
1628872200,148.5,148.5,148.27,148.37,37070
1628873100,148.37,148.83,148.37,148.81,55896
1628874000,148.81,148.97,148.72,148.92,39704
1628874900,148.92,149.05,148.91,148.96,47985
1628875800,148.96,149.09,148.93,148.97,69054
1628876700,148.98,149,148.78,148.91,54566
1628877600,148.91,149.07,148.9,148.94,47341
1628878500,148.94,149.03,148.91,149.02,22182
1628879400,149.01,149.01,148.76,148.79,56491
1628880300,148.76,149.12,148.75,149.1,83004
1628881200,149.095,149.095,148.89,148.915,68763
1628882100,148.92,149.04,148.91,148.96,88236
1628883000,148.95,149.1,148.92,149.07,152492
1628883900,149.07,149.11,148.94,149.09,348736
1628884800,149.1,149.1,148.99,148.99,1162
1629111600,148.58,148.58,148.58,148.58,100
1629113400,148.38,148.38,148.38,148.38,261
1629117000,148.4,148.54,148.4,148.54,616
1629117900,148.5,148.5,148.5,148.5,100
1629118800,148.58,148.58,148.58,148.58,100
1629119700,148.62,148.62,148.4,148.58,1292
1629120600,148.61,150.58,148.56,150.24,570377
1629121500,150.24,150.465,148.08,148.65,405308
1629122400,148.64,148.89,147.16,147.28,278348
1629123300,147.24,147.71,146.67,146.8,261204
1629124200,146.78,147.23,146.48,147.05,195262
1629125100,147.1,147.23,146.62,147.09,144305
1629126000,147.08,147.41,147.03,147.41,97076
1629126900,147.46,147.72,147.37,147.69,56030
1629127800,147.71,148.33,147.6,148.21,122019
1629128700,148.22,148.54,148.165,148.32,116550
1629129600,148.33,148.82,148.29,148.75,77174
1629130500,148.745,148.83,148.58,148.64,71530
1629131400,148.65,149.24,148.65,149.19,123338
1629132300,149.19,149.72,149.19,149.515,166879
1629133200,149.53,149.64,149.25,149.29,111149
1629134100,149.29,149.56,149.19,149.41,70686
1629135000,149.43,150.2,149.34,150.07,179445
1629135900,150.09,150.68,150,150.5,218296
1629136800,150.515,150.515,150.13,150.28,159690
1629137700,150.29,150.61,150.25,150.44,80179
1629138600,150.45,150.66,150.38,150.63,58584
1629139500,150.62,150.8,150.45,150.51,121817
1629140400,150.505,150.83,150.44,150.75,98907
1629141300,150.76,150.85,150.61,150.81,127475
1629142200,150.84,150.88,150.59,150.76,150583
1629143100,150.77,151.12,150.75,151.12,511284
1629144000,151.11,151.52,151.11,151.52,931
1629145800,151.29,151.29,151.29,151.29,129
1629146700,151.44,151.44,151.44,151.44,100
1629152100,151.34,151.34,151.34,151.34,100
1629157500,151.59,151.59,151.59,151.59,100
1629198000,151.015,151.015,150.82,150.82,476
1629198900,150.82,150.82,150.82,150.82,100
1629199800,150.89,150.89,150.89,150.89,100
1629200700,150.84,150.84,150.84,150.84,122
1629201600,150.85,150.85,150.85,150.85,300
1629202500,150.75,150.75,150.75,150.75,300
1629203400,150.47,150.58,150.47,150.58,400
1629204300,150.5,150.51,150.5,150.5,2657
1629206100,150.22,150.25,150.19,150.25,581
1629207000,150.25,151.66,149.32,151.16,509188
1629207900,151.12,151.67,150,150.51,294632
1629208800,150.47,150.62,149.77,150.38,233373
1629209700,150.38,150.62,149.85,150.57,152654
1629210600,150.56,151.4,150.39,151.39,153409
1629211500,151.34,151.455,150.99,151.1,147427
1629212400,151.11,151.35,150.86,151.12,120451
1629213300,151.15,151.25,150.48,150.66,136737
1629214200,150.65,150.86,150.5,150.6,84254
1629215100,150.59,150.84,150.14,150.16,95593
1629216000,150.1,150.29,149.9,150.15,139322
1629216900,150.14,150.32,149.82,150.31,86551
1629217800,150.28,150.39,149.58,149.74,136013
1629218700,149.74,149.76,149.13,149.23,215043
1629219600,149.22,149.55,149.15,149.54,112859
1629220500,149.52,149.67,149.33,149.66,62804
1629221400,149.67,149.67,149.28,149.37,89161
1629222300,149.36,149.49,149.1,149.48,114462
1629223200,149.48,150,149.46,149.98,141176
1629224100,150,150.17,149.7,149.8,112998
1629225000,149.83,149.96,149.6,149.87,79838
1629225900,149.86,150.09,149.7,150.04,87285
1629226800,150.07,150.25,149.81,149.81,141880
1629227700,149.825,150.09,149.78,149.98,89644
1629228600,149.98,150.14,149.72,149.87,173563
1629229500,149.87,150.28,149.79,150.26,491635
1629230400,150.1,150.1,150.05,150.1,400
1629284400,150.59,150.59,150.55,150.55,400
1629288900,150.17,150.17,150,150,500
1629289800,150,150.04,149.98,150.04,4200
1629290700,150.04,150.04,150.04,150.04,100
1629292500,149.85,149.86,149.85,149.86,700
1629293400,149.89,150.71,149.41,149.73,240118
1629294300,149.72,150.15,149.72,149.77,159395
1629295200,149.75,150.43,149.66,150.2,163136
1629296100,150.2,150.28,149.68,149.78,99471
1629297000,149.8,149.9,149.22,149.32,127895
1629297900,149.34,149.63,149.15,149.29,130542
1629298800,149.23,149.26,148.62,148.66,145812
1629299700,148.63,148.73,148.4,148.43,143004
1629300600,148.42,148.635,148.21,148.585,124761
1629301500,148.595,148.72,148.45,148.45,85847
1629302400,148.44,148.79,148.35,148.72,95888
1629303300,148.72,148.92,148.54,148.67,109635
1629304200,148.68,148.87,148.68,148.72,63804
1629305100,148.7,148.7,148.45,148.66,49356
1629306000,148.67,148.7,148.46,148.59,49716
1629306900,148.59,148.59,148.28,148.29,64491
1629307800,148.29,148.31,147.92,147.98,95209
1629308700,148,148.24,147.99,148.17,54499
1629309600,148.15,148.68,147.8,148.01,186825
1629310500,147.98,148.52,147.73,148.49,273030
1629311400,148.48,148.65,148.14,148.22,169089
1629312300,148.22,148.22,147.86,147.99,149702
1629313200,147.98,147.98,147.58,147.77,186641
1629314100,147.78,147.84,147.47,147.5,187845
1629315000,147.49,147.52,146.8,147.11,539236
1629315900,147.1,147.16,146.15,146.36,753303
1629316800,146.18,146.18,146.15,146.15,309
1629317700,146.15,146.15,146.07,146.07,500
1629320400,146.24,146.25,146.24,146.25,1315
1629322200,146.5,146.5,146.5,146.5,100
1629370800,144.94,144.94,144.87,144.87,1200
1629371700,144.87,144.87,144.65,144.66,2500
1629372600,144.66,144.87,144.66,144.87,1000
1629374400,144.7,145,144.7,145,832
1629375300,145,145.25,145,145.25,1200
1629376200,145.14,145.21,145.1,145.1,951
1629377100,144.8,144.8,144.7,144.7,3990
1629378000,144.9,144.9,144.9,144.9,300
1629378900,145.31,145.31,144.97,144.99,13920
1629379800,145.09,146.28,144.52,145.41,481231
1629380700,145.41,145.89,145.055,145.12,282603
1629381600,145.1,145.95,145.1,145.79,197734
1629382500,145.83,146.24,145.71,146.04,166406
1629383400,146.055,146.09,145.59,145.78,126740
1629384300,145.8,146.51,145.53,146.38,166454
1629385200,146.38,146.68,146.25,146.25,109409
1629386100,146.3,146.72,146.2,146.43,110705
1629387000,146.44,147.17,146.42,147.15,155457
1629387900,147.16,147.67,147.16,147.62,178290
1629388800,147.64,147.75,147.23,147.42,146809
1629389700,147.43,147.67,147.29,147.445,111677
1629390600,147.445,148,147.44,147.81,91975
1629391500,147.81,147.97,147.63,147.63,74072
1629392400,147.64,147.74,147.17,147.48,141893
1629393300,147.46,147.5,146.98,146.98,74314
1629394200,146.97,147.13,146.72,147.11,118584
1629395100,147.1,147.23,146.81,146.81,72011
1629396000,146.81,146.95,146.39,146.51,172301
1629396900,146.49,146.73,146.08,146.09,113665
1629397800,146.08,146.48,145.84,146.38,172140
1629398700,146.37,146.86,146.08,146.83,157360
1629399600,146.83,147.08,146.81,146.89,159842
1629400500,146.9,147.24,146.87,147.24,145971
1629401400,147.21,147.29,146.69,146.83,224125
1629402300,146.82,146.89,146.36,146.7,539589
1629403200,146.64,146.82,146.64,146.82,1264
1629460800,146.75,146.75,146.75,146.75,800
1629464400,147.33,147.33,147.27,147.27,300
1629465300,147.62,147.84,147.62,147.67,500
1629466200,147.45,147.65,146.8,147.05,286258
1629467100,147.14,147.81,147.11,147.49,267023
1629468000,147.5,147.83,147.35,147.64,180966
1629468900,147.64,148.32,147.5,148.09,197915
1629469800,148.12,148.5,148.05,148.17,160518
1629470700,148.2,148.22,147.79,147.87,100646
1629471600,147.87,147.98,147.76,147.915,72355
1629472500,147.93,147.95,147.71,147.77,79999
1629473400,147.75,148.03,147.39,147.47,98734
1629474300,147.47,147.47,147.12,147.35,104869
1629475200,147.33,147.58,147.24,147.41,76000
1629476100,147.43,147.81,147.38,147.8,75901
1629477000,147.82,147.96,147.77,147.86,113763
1629477900,147.84,148.06,147.82,147.9,91360
1629478800,147.93,147.99,147.84,147.99,50221
1629479700,148,148.02,147.87,147.92,49393
1629480600,147.92,147.99,147.73,147.78,55394
1629481500,147.78,147.78,147.55,147.73,91317
1629482400,147.74,147.89,147.72,147.82,59151
1629483300,147.83,147.88,147.69,147.72,45969
1629484200,147.71,147.84,147.57,147.74,79238
1629485100,147.72,147.95,147.61,147.95,70521
1629486000,147.95,147.97,147.81,147.96,53664
1629486900,147.98,148.16,147.98,148.08,153662
1629487800,148.08,148.13,147.95,148.11,142386
1629488700,148.1,148.285,147.95,148.19,438689
1629489600,148.19,148.19,148.19,148.19,400
1629490500,148.2,148.2,148.2,148.2,472
1629492300,148.21,148.21,148.21,148.21,200
1629716400,148.54,148.54,148.51,148.54,300
1629717300,148.56,148.56,148.56,148.56,100
1629720900,148.55,148.55,148.55,148.55,100
1629721800,148.4,148.4,148.4,148.4,100
1629724500,148.35,148.35,148.11,148.26,1565
1629725400,148.28,148.81,147.89,148.45,288735
1629726300,148.46,148.78,148.3,148.64,130826
1629727200,148.65,149.24,148.49,149.03,164222
1629728100,149.07,149.54,148.93,149.31,87088
1629729000,149.34,149.54,149.25,149.48,79644
1629729900,149.49,149.765,149.4,149.47,89058
1629730800,149.48,149.66,149.42,149.6,84223
1629731700,149.6,149.7,149.49,149.64,67431
1629732600,149.65,149.9,149.63,149.7,97161
1629733500,149.71,149.93,149.7,149.88,92447
1629734400,149.89,149.96,149.77,149.82,47641
1629735300,149.82,149.82,149.67,149.8,50135
1629736200,149.825,149.965,149.64,149.79,87708
1629737100,149.78,149.84,149.6,149.83,64645
1629738000,149.83,150.14,149.8,150.03,89441
1629738900,150.04,150.04,149.64,149.73,62008
1629739800,149.7,149.83,149.67,149.79,55518
1629740700,149.79,150.01,149.77,149.91,51722
1629741600,149.92,149.99,149.87,149.91,56211
1629742500,149.92,150.06,149.87,149.89,59613
1629743400,149.88,150.08,149.88,150.04,41660
1629744300,150.04,150.18,149.98,150.02,48664
1629745200,150.02,150.08,149.95,150.03,88711
1629746100,150.04,150.09,149.83,149.96,100349
1629747000,149.97,150.08,149.8,149.8,99615
1629747900,149.8,149.92,149.58,149.7,243948
1629750600,149.69,149.73,149.69,149.73,900
1629806400,149.58,149.58,149.58,149.58,100
1629809100,149.48,149.49,149.48,149.49,214
1629810900,149.55,149.55,149.55,149.55,300
1629811800,149.47,150.77,149.16,150.72,309328
1629812700,150.72,150.86,150.39,150.57,183142
1629813600,150.57,150.72,150.15,150.55,176624
1629814500,150.58,150.67,150.38,150.45,120730
1629815400,150.46,150.5,150.28,150.32,116137
1629816300,150.31,150.36,149.925,150.01,96980
1629817200,149.98,149.99,149.73,149.89,73579
1629818100,149.91,149.97,149.45,149.49,134248
1629819000,149.48,149.84,149.31,149.74,126329
1629819900,149.76,149.95,149.57,149.84,80852
1629820800,149.83,149.92,149.59,149.85,61045
1629821700,149.85,149.85,149.64,149.69,47372
1629822600,149.69,149.71,149.55,149.62,45589
1629823500,149.62,149.68,149.52,149.56,31166
1629824400,149.55,149.73,149.53,149.55,43687
1629825300,149.54,149.63,149.48,149.62,37483
1629826200,149.63,149.65,149.53,149.62,51105
1629827100,149.62,149.8,149.58,149.64,54500
1629828000,149.65,149.66,149.55,149.56,32258
1629828900,149.56,149.65,149.51,149.53,44030
1629829800,149.52,149.67,149.5,149.61,40617
1629830700,149.61,149.76,149.57,149.75,35429
1629831600,149.74,149.86,149.715,149.75,46687
1629832500,149.75,149.905,149.72,149.79,78302
1629833400,149.8,149.8,149.62,149.63,96470
1629834300,149.63,149.67,149.46,149.63,240509
1629835200,149.62,149.62,149.62,149.62,6994
1629891000,149.66,149.66,149.66,149.66,506
1629898200,149.81,150.3,149.56,149.62,237786
1629899100,149.66,149.72,149.15,149.33,131050
1629900000,149.33,149.41,148.94,149.01,114323
1629900900,149.02,149.2,148.54,148.6,125320
1629901800,148.63,148.73,148.18,148.28,152926
1629902700,148.28,148.65,148.13,148.4,141373
1629903600,148.4,148.65,148.39,148.59,92116
1629904500,148.6,148.71,148.34,148.51,61880
1629905400,148.51,148.54,148.17,148.34,77232
1629906300,148.35,148.39,148.22,148.26,60010
1629907200,148.25,148.33,148.09,148.12,86091
1629908100,148.11,148.25,148.07,148.235,59911
1629909000,148.23,148.43,148.21,148.37,59863
1629909900,148.37,148.38,148.18,148.33,43611
1629910800,148.35,148.37,148.09,148.215,64327
1629911700,148.21,148.27,148.02,148.03,56088
1629912600,148.03,148.09,147.81,147.96,80035
1629913500,147.97,147.99,147.82,147.85,46807
1629914400,147.85,148.08,147.82,147.99,90894
1629915300,147.99,148.03,147.83,148.03,57653
